customerid,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
16470,73,4,733.56,3,4,3,343,Loyal Customers
17824,73,1,298.40,3,2,2,322,Potential
15006,73,1,455.90,3,1,2,312,Needs Attention
15853,73,1,105.70,3,2,1,321,Needs Attention
17148,73,1,124.88,3,2,1,321,Needs Attention
14273,73,4,559.97,3,4,3,343,Loyal Customers
14799,73,1,157.70,3,1,1,311,Needs Attention
12370,73,4,3541.94,3,4,5,345,Loyal Customers
15754,73,3,458.57,3,3,2,332,Potential
16123,73,1,307.78,3,2,2,322,Potential
18019,73,1,38.45,3,1,1,311,Needs Attention
13491,73,10,1215.82,3,5,4,354,Loyal Customers
14776,73,11,2538.30,3,5,5,355,Loyal Customers
16621,73,4,813.48,3,4,3,343,Loyal Customers
17973,73,1,337.04,3,2,2,322,Potential
16848,74,1,281.42,3,2,2,322,Potential
17679,74,2,1992.11,3,3,4,334,Loyal Customers
15327,74,1,208.75,3,1,1,311,Needs Attention
15678,74,1,352.70,3,2,2,322,Potential
14861,74,1,125.79,3,2,1,321,Needs Attention
12360,74,3,2662.06,3,4,5,345,Loyal Customers
17262,74,5,1253.36,3,4,4,344,Loyal Customers
16734,74,3,631.41,3,3,3,333,Loyal Customers
13594,74,1,396.97,3,2,2,322,Potential
16940,74,3,3037.66,3,4,5,345,Loyal Customers
13805,74,2,924.60,3,3,3,333,Loyal Customers
13637,74,3,799.60,3,4,3,343,Loyal Customers
12611,74,1,1193.32,3,2,4,324,Potential
14798,74,3,173.74,3,4,1,341,Needs Attention
15505,74,5,3610.96,3,4,5,345,Loyal Customers
16515,74,5,1596.49,3,4,4,344,Loyal Customers
14381,74,1,202.68,3,1,1,311,Needs Attention
15604,74,1,216.39,3,1,1,311,Needs Attention
14015,74,1,917.34,3,2,3,323,Potential
12759,74,3,1531.44,3,3,4,334,Loyal Customers
15140,74,7,2354.25,3,5,5,355,Loyal Customers
12863,74,1,521.20,3,1,3,313,Needs Attention
15637,74,1,223.36,3,1,1,311,Needs Attention
16730,74,3,735.79,3,4,3,343,Loyal Customers
14639,74,6,2984.49,3,5,5,355,Loyal Customers
16249,74,5,1800.07,3,4,4,344,Loyal Customers
13032,74,2,1010.18,3,3,4,334,Loyal Customers
16389,75,4,1382.07,3,4,4,344,Loyal Customers
16932,75,1,124.88,3,2,1,321,Needs Attention
15012,75,2,379.60,3,3,2,332,Potential
17205,75,1,384.08,3,2,2,322,Potential
17520,75,1,546.81,3,1,3,313,Needs Attention
13923,75,1,351.13,3,2,2,322,Potential
13750,75,5,1647.26,3,4,4,344,Loyal Customers
17201,75,1,289.78,3,2,2,322,Potential
14211,75,9,2241.10,3,5,5,355,Loyal Customers
14443,75,4,1420.20,3,4,4,344,Loyal Customers
13265,75,5,2092.66,3,4,5,345,Loyal Customers
16737,75,1,417.60,3,1,2,312,Needs Attention
14830,75,1,188.88,3,1,1,311,Needs Attention
16542,75,1,119.62,3,2,1,321,Needs Attention
12475,75,1,723.38,3,1,3,313,Needs Attention
13875,75,5,1786.79,3,4,4,344,Loyal Customers
16563,75,1,1077.74,3,2,4,324,Potential
13015,75,5,3339.64,3,4,5,345,Loyal Customers
15598,75,1,240.68,3,1,1,311,Needs Attention
17244,75,1,954.90,3,2,4,324,Potential
18042,75,1,165.05,3,1,1,311,Needs Attention
17534,75,1,223.36,3,1,1,311,Needs Attention
17734,75,3,700.63,3,4,3,343,Loyal Customers
17612,75,6,2048.45,3,4,4,344,Loyal Customers
15335,75,1,168.97,3,1,1,311,Needs Attention
16363,75,1,109.36,3,2,1,321,Needs Attention
14841,75,6,3295.76,3,5,5,355,Loyal Customers
17785,75,1,131.94,3,1,1,311,Needs Attention
15066,75,1,893.59,3,1,3,313,Needs Attention
17206,75,1,204.24,3,1,1,311,Needs Attention
12794,75,2,860.41,3,3,3,333,Loyal Customers
17527,75,4,939.37,3,4,4,344,Loyal Customers
16412,75,1,110.19,3,2,1,321,Needs Attention
12463,75,4,1344.78,3,4,4,344,Loyal Customers
15545,76,2,288.97,3,2,2,322,Potential
12940,76,2,889.69,3,3,3,333,Loyal Customers
16206,76,4,533.76,3,4,3,343,Loyal Customers
16052,76,1,362.06,3,2,2,322,Potential
14780,76,2,447.68,3,3,2,332,Potential
16674,76,2,304.24,3,2,2,322,Potential
15994,76,1,409.32,3,1,2,312,Needs Attention
13878,76,1,1271.57,3,2,4,324,Potential
15440,76,3,376.30,3,4,2,342,Potential
13034,76,2,642.77,3,3,3,333,Loyal Customers
16934,76,2,922.53,3,3,3,333,Loyal Customers
13760,76,2,274.55,3,2,2,322,Potential
14937,78,3,1621.88,3,3,4,334,Loyal Customers
16394,78,5,1555.34,3,4,4,344,Loyal Customers
13136,78,5,2607.61,3,4,5,345,Loyal Customers
13213,78,5,1520.58,3,4,4,344,Loyal Customers
17892,78,3,244.10,3,4,1,341,Needs Attention
15826,78,3,1654.31,3,4,4,344,Loyal Customers
17180,78,4,783.97,3,4,3,343,Loyal Customers
14567,78,2,1530.36,3,3,4,334,Loyal Customers
16950,78,3,1161.76,3,3,4,334,Loyal Customers
16081,78,5,2791.57,3,4,5,345,Loyal Customers
12454,78,1,3528.34,3,1,5,315,Needs Attention
18228,78,2,779.90,3,3,3,333,Loyal Customers
17986,78,1,20.80,3,2,1,321,Needs Attention
14089,78,1,158.75,3,1,1,311,Needs Attention
16413,78,1,261.35,3,2,2,322,Potential
15620,78,3,1553.18,3,3,4,334,Loyal Customers
16239,78,2,414.20,3,3,2,332,Potential
13006,78,1,81.57,3,1,1,311,Needs Attention
17771,78,2,243.71,3,2,1,321,Needs Attention
18160,79,2,638.06,3,3,3,333,Loyal Customers
16430,79,1,300.85,3,2,2,322,Potential
13911,79,9,2580.91,3,5,5,355,Loyal Customers
16770,79,5,741.17,3,4,3,343,Loyal Customers
13853,79,1,1090.14,3,2,4,324,Potential
15367,79,4,1877.59,3,4,4,344,Loyal Customers
17181,79,2,239.92,3,2,1,321,Needs Attention
17509,79,8,6083.64,3,5,5,355,Loyal Customers
13827,79,3,409.80,3,3,2,332,Potential
14624,79,2,225.85,3,2,1,321,Needs Attention
13930,79,2,337.34,3,2,2,322,Potential
17279,79,1,111.33,3,2,1,321,Needs Attention
17169,79,2,835.78,3,3,3,333,Loyal Customers
17614,79,1,385.90,3,2,2,322,Potential
12631,79,1,640.50,3,1,3,313,Needs Attention
14975,79,1,279.94,3,2,2,322,Potential
14421,79,2,813.11,3,3,3,333,Loyal Customers
12359,79,4,6182.53,3,4,5,345,Loyal Customers
12876,79,2,2218.02,3,3,5,335,Loyal Customers
13487,79,3,575.40,3,4,3,343,Loyal Customers
13858,79,1,216.17,3,1,1,311,Needs Attention
14555,79,2,312.54,3,2,2,322,Potential
14537,79,1,355.56,3,2,2,322,Potential
16773,79,1,167.84,3,1,1,311,Needs Attention
16121,79,2,764.21,3,3,3,333,Loyal Customers
12446,79,1,1002.31,3,2,4,324,Potential
16793,79,1,243.84,3,1,1,311,Needs Attention
14976,79,7,790.86,3,5,3,353,Loyal Customers
16224,79,4,1295.30,3,4,4,344,Loyal Customers
12613,79,5,3344.38,3,4,5,345,Loyal Customers
15272,79,2,721.94,3,3,3,333,Loyal Customers
12679,80,4,1113.02,3,4,4,344,Loyal Customers
14775,80,3,1011.90,3,4,4,344,Loyal Customers
15038,80,6,678.99,3,5,3,353,Loyal Customers
18277,80,1,110.38,3,2,1,321,Needs Attention
15831,80,3,789.96,3,4,3,343,Loyal Customers
17913,80,2,387.80,3,3,2,332,Potential
13842,80,9,3385.62,3,5,5,355,Loyal Customers
13208,80,6,1200.99,3,5,4,354,Loyal Customers
16652,80,7,6773.97,3,5,5,355,Loyal Customers
17064,80,3,846.60,3,3,3,333,Loyal Customers
15281,80,9,2332.15,3,5,5,355,Loyal Customers
14642,80,1,96.12,3,2,1,321,Needs Attention
13520,80,6,3624.35,3,5,5,355,Loyal Customers
14761,80,2,255.90,3,2,2,322,Potential
14541,80,8,1329.50,3,5,4,354,Loyal Customers
17190,80,2,444.74,3,3,2,332,Potential
15840,80,2,355.56,3,2,2,322,Potential
17489,80,2,376.64,3,3,2,332,Potential
15421,80,4,950.36,3,4,4,344,Loyal Customers
13464,80,1,674.68,3,1,3,313,Needs Attention
16753,80,1,223.92,3,1,1,311,Needs Attention
18171,80,5,1231.31,3,4,4,344,Loyal Customers
12633,80,4,2163.98,3,4,5,345,Loyal Customers
16203,80,4,592.90,3,4,3,343,Loyal Customers
12602,80,1,153.12,3,1,1,311,Needs Attention
14852,80,6,2836.69,3,5,5,355,Loyal Customers
12667,80,1,620.13,3,1,3,313,Needs Attention
13865,80,4,501.56,3,4,3,343,Loyal Customers
16086,81,5,1121.39,3,4,4,344,Loyal Customers
13109,81,2,786.54,3,3,3,333,Loyal Customers
16136,81,3,709.38,3,4,3,343,Loyal Customers
13517,81,3,2128.42,3,4,5,345,Loyal Customers
16861,81,2,173.76,3,2,1,321,Needs Attention
13627,81,5,1638.47,3,4,4,344,Loyal Customers
14952,81,11,8099.49,3,5,5,355,Loyal Customers
17863,81,6,3160.00,3,5,5,355,Loyal Customers
13283,81,2,93.66,3,2,1,321,Needs Attention
15199,81,4,1268.70,3,4,4,344,Loyal Customers
13690,81,1,172.25,3,1,1,311,Needs Attention
16171,81,1,73.20,3,1,1,311,Needs Attention
12836,81,4,2606.16,3,4,5,345,Loyal Customers
14175,81,3,3222.30,3,4,5,345,Loyal Customers
17620,81,1,81.44,3,1,1,311,Needs Attention
14857,81,2,1173.12,3,3,4,334,Loyal Customers
13919,81,2,384.81,3,3,2,332,Potential
16120,81,4,1269.54,3,4,4,344,Loyal Customers
12824,81,1,397.12,3,2,2,322,Potential
12530,81,4,1662.28,3,4,4,344,Loyal Customers
12772,81,1,892.47,3,1,3,313,Needs Attention
17552,82,4,930.41,3,4,3,343,Loyal Customers
14451,82,2,637.72,3,3,3,333,Loyal Customers
15193,82,1,499.32,3,1,3,313,Needs Attention
14128,82,2,637.50,3,3,3,333,Loyal Customers
17589,82,4,2397.92,3,4,5,345,Loyal Customers
13666,82,3,84.65,3,3,1,331,Needs Attention
13224,82,2,2155.95,3,3,5,335,Loyal Customers
18126,82,1,200.92,3,1,1,311,Needs Attention
14201,82,7,747.44,3,5,3,353,Loyal Customers
15211,82,2,894.41,3,3,3,333,Loyal Customers
15886,82,1,181.09,3,1,1,311,Needs Attention
15128,82,4,1471.00,3,4,4,344,Loyal Customers
13980,82,1,200.14,3,1,1,311,Needs Attention
12607,82,1,1579.51,3,2,4,324,Potential
15553,82,1,403.48,3,1,2,312,Needs Attention
14529,82,3,564.32,3,4,3,343,Loyal Customers
15304,82,8,694.40,3,5,3,353,Loyal Customers
13352,82,1,397.98,3,2,2,322,Potential
14535,82,3,2848.55,3,4,5,345,Loyal Customers
13473,82,2,422.64,3,3,2,332,Potential
17025,82,3,357.77,3,4,2,342,Potential
16385,82,3,554.86,3,4,3,343,Loyal Customers
17648,82,4,1797.50,3,4,4,344,Loyal Customers
17462,82,2,675.69,3,3,3,333,Loyal Customers
16179,82,1,215.83,3,1,1,311,Needs Attention
17214,82,6,1056.22,3,5,4,354,Loyal Customers
17284,82,6,1639.63,3,5,4,354,Loyal Customers
18169,82,1,202.65,3,1,1,311,Needs Attention
16776,82,1,327.97,3,2,2,322,Potential
14027,82,1,104.82,3,2,1,321,Needs Attention
14665,82,5,1835.70,3,4,4,344,Loyal Customers
16982,82,1,384.06,3,2,2,322,Potential
13373,82,3,3312.25,3,4,5,345,Loyal Customers
16395,82,5,1448.99,3,4,4,344,Loyal Customers
16595,83,1,358.12,3,2,2,322,Potential
16518,83,2,484.32,3,3,2,332,Potential
16921,83,1,135.49,3,1,1,311,Needs Attention
13259,83,1,276.11,3,2,2,322,Potential
15606,83,9,2920.16,3,5,5,355,Loyal Customers
18088,83,1,164.06,3,1,1,311,Needs Attention
16104,83,1,298.21,3,2,2,322,Potential
14801,83,1,186.84,3,1,1,311,Needs Attention
16380,83,1,1685.07,3,2,4,324,Potential
15756,83,4,527.62,3,4,3,343,Loyal Customers
13193,83,1,105.98,3,2,1,321,Needs Attention
16685,83,2,323.46,3,2,2,322,Potential
14514,83,3,939.95,3,4,4,344,Loyal Customers
16248,83,1,152.94,3,1,1,311,Needs Attention
13260,83,1,557.62,3,1,3,313,Needs Attention
12885,85,3,1175.22,3,3,4,334,Loyal Customers
12492,85,2,263.21,3,2,2,322,Potential
17030,85,1,146.87,3,1,1,311,Needs Attention
12781,85,2,826.74,3,3,3,333,Loyal Customers
13876,85,1,122.70,3,2,1,321,Needs Attention
13587,85,1,712.40,3,1,3,313,Needs Attention
13419,85,1,221.06,3,1,1,311,Needs Attention
15706,85,4,1060.56,3,4,4,344,Loyal Customers
12420,85,1,600.39,3,1,3,313,Needs Attention
13359,85,1,439.56,3,1,2,312,Needs Attention
14792,85,1,6.20,3,1,1,311,Needs Attention
16477,85,7,2494.46,3,5,5,355,Loyal Customers
13169,85,2,712.88,3,3,3,333,Loyal Customers
13806,85,1,256.38,3,2,2,322,Potential
15815,85,5,2100.60,3,4,5,345,Loyal Customers
13763,85,1,1714.96,3,1,4,314,Needs Attention
15874,85,7,4397.09,3,5,5,355,Loyal Customers
13276,85,2,590.93,3,3,3,333,Loyal Customers
12740,85,1,427.60,3,1,2,312,Needs Attention
16354,85,2,395.80,3,3,2,332,Potential
13689,85,1,910.00,3,1,3,313,Needs Attention
16455,85,7,1841.18,3,5,4,354,Loyal Customers
12394,85,2,1272.48,3,3,4,334,Loyal Customers
14067,85,2,374.70,3,3,2,332,Potential
12519,85,1,330.84,3,2,2,322,Potential
14844,85,4,3189.81,3,4,5,345,Loyal Customers
14029,85,2,467.66,3,3,2,332,Potential
18136,85,3,784.33,3,4,3,343,Loyal Customers
14959,86,4,694.17,3,4,3,343,Loyal Customers
12939,86,8,11581.80,3,5,5,355,Loyal Customers
12923,86,1,172.82,3,1,1,311,Needs Attention
13177,86,1,282.45,3,2,2,322,Potential
13023,86,2,689.90,3,3,3,333,Loyal Customers
13591,86,3,1117.13,3,4,4,344,Loyal Customers
13602,86,1,428.89,3,1,2,312,Needs Attention
15306,86,3,1174.35,3,3,4,334,Loyal Customers
15300,86,1,496.44,3,1,3,313,Needs Attention
15937,86,1,145.35,3,1,1,311,Needs Attention
15416,86,4,3984.32,3,4,5,345,Loyal Customers
14317,86,1,508.58,3,1,3,313,Needs Attention
13049,86,2,656.68,3,3,3,333,Loyal Customers
13504,86,1,295.93,3,2,2,322,Potential
15837,86,1,391.98,3,2,2,322,Potential
16895,86,1,179.86,3,1,1,311,Needs Attention
13771,86,4,2634.45,3,4,5,345,Loyal Customers
16184,86,6,1158.79,3,5,4,354,Loyal Customers
13348,86,1,233.76,3,1,1,311,Needs Attention
15315,86,2,570.50,3,3,3,333,Loyal Customers
16432,86,1,287.40,3,2,2,322,Potential
16316,86,8,2938.91,3,5,5,355,Loyal Customers
13845,86,1,312.98,3,2,2,322,Potential
14257,86,5,3099.72,3,4,5,345,Loyal Customers
14819,86,2,272.07,3,2,2,322,Potential
17921,86,4,819.81,3,4,3,343,Loyal Customers
15766,86,1,315.06,3,2,2,322,Potential
13422,86,1,2626.30,3,1,5,315,Needs Attention
15518,86,8,1914.20,3,5,4,354,Loyal Customers
14518,86,1,174.37,3,1,1,311,Needs Attention
14538,86,2,388.25,3,3,2,332,Potential
15264,86,1,393.74,3,2,2,322,Potential
13947,87,1,90.60,3,2,1,321,Needs Attention
16040,87,3,1313.55,3,3,4,334,Loyal Customers
17647,87,1,133.06,3,1,1,311,Needs Attention
16059,87,6,1440.31,3,5,4,354,Loyal Customers
17222,87,1,328.65,3,2,2,322,Potential
15730,87,3,1120.88,3,4,4,344,Loyal Customers
12843,87,8,1680.90,3,5,4,354,Loyal Customers
15048,87,4,381.00,3,4,2,342,Potential
18033,87,1,88.87,3,2,1,321,Needs Attention
14054,87,1,92.46,3,2,1,321,Needs Attention
16106,87,1,108.38,3,2,1,321,Needs Attention
16758,87,1,369.34,3,2,2,322,Potential
15762,87,2,583.75,3,3,3,333,Loyal Customers
12789,87,1,91.85,3,2,1,321,Needs Attention
14396,87,2,487.99,3,3,3,333,Loyal Customers
16803,87,1,332.30,3,2,2,322,Potential
17483,87,3,414.04,3,3,2,332,Potential
16160,87,2,1025.44,3,3,4,334,Loyal Customers
13989,87,2,1266.08,3,3,4,334,Loyal Customers
13483,87,1,140.34,3,1,1,311,Needs Attention
17382,87,1,65.40,3,1,1,311,Needs Attention
15127,87,1,406.53,3,1,2,312,Needs Attention
15757,87,2,714.42,3,3,3,333,Loyal Customers
15244,87,2,631.57,3,3,3,333,Loyal Customers
14389,87,2,1043.46,3,3,4,334,Loyal Customers
16140,87,2,725.18,3,3,3,333,Loyal Customers
15181,88,3,689.48,3,4,3,343,Loyal Customers
14462,88,11,1952.03,3,5,4,354,Loyal Customers
14184,88,1,452.89,3,1,2,312,Needs Attention
13792,88,2,195.55,3,2,1,321,Needs Attention
12413,88,3,758.10,3,4,3,343,Loyal Customers
16881,88,1,432.00,3,1,2,312,Needs Attention
15228,88,4,3386.71,3,4,5,345,Loyal Customers
16374,88,2,447.38,3,3,2,332,Potential
13801,88,1,324.80,3,2,2,322,Potential
15739,88,1,449.12,3,1,2,312,Needs Attention
16882,88,3,705.12,3,4,3,343,Loyal Customers
13552,88,12,3719.27,3,5,5,355,Loyal Customers
12457,88,7,2302.03,3,5,5,355,Loyal Customers
15241,88,8,1756.44,3,5,4,354,Loyal Customers
15255,88,1,890.85,3,1,3,313,Needs Attention
16253,88,2,3683.86,3,3,5,335,Loyal Customers
15339,88,2,560.42,3,3,3,333,Loyal Customers
15276,88,1,128.63,3,1,1,311,Needs Attention
16556,88,7,3313.79,3,5,5,355,Loyal Customers
17667,88,5,2055.51,3,4,5,345,Loyal Customers
13317,88,6,2273.68,3,5,5,355,Loyal Customers
13351,88,1,373.94,3,2,2,322,Potential
17957,88,1,111.68,3,2,1,321,Needs Attention
12512,88,2,132.18,3,2,1,321,Needs Attention
13344,89,3,2511.69,3,4,5,345,Loyal Customers
15091,89,1,480.71,3,1,2,312,Needs Attention
12886,89,2,1378.40,3,3,4,334,Loyal Customers
14193,89,2,853.39,3,3,3,333,Loyal Customers
14488,89,1,1064.28,3,2,4,324,Potential
16441,89,2,356.00,3,3,2,332,Potential
13431,89,2,1269.10,3,3,4,334,Loyal Customers
13635,89,1,1071.03,3,2,4,324,Potential
16875,89,5,2095.53,3,4,5,345,Loyal Customers
15930,89,1,426.63,3,1,2,312,Needs Attention
18116,89,8,1392.48,3,5,4,354,Loyal Customers
16774,89,4,658.57,3,4,3,343,Loyal Customers
16183,89,1,338.71,3,2,2,322,Potential
14644,89,2,830.76,3,3,3,333,Loyal Customers
14333,89,1,415.20,3,1,2,312,Needs Attention
14651,89,2,653.75,3,3,3,333,Loyal Customers
12637,89,8,5984.49,3,5,5,355,Loyal Customers
15299,89,7,4507.01,3,5,5,355,Loyal Customers
16693,90,2,477.86,3,3,2,332,Potential
16591,90,1,213.50,3,1,1,311,Needs Attention
14970,90,4,1592.06,3,4,4,344,Loyal Customers
15774,90,1,270.80,3,2,2,322,Potential
15579,90,2,320.96,3,2,2,322,Potential
15164,90,3,809.41,3,3,3,333,Loyal Customers
16667,90,2,567.18,3,3,3,333,Loyal Customers
16101,92,1,1290.70,3,2,4,324,Potential
12842,92,2,1118.99,3,3,4,334,Loyal Customers
13092,92,5,477.83,3,4,2,342,Potential
16404,92,1,443.05,3,1,2,312,Needs Attention
12694,92,2,869.67,3,3,3,333,Loyal Customers
14164,92,2,1631.77,3,3,4,334,Loyal Customers
17376,92,2,203.20,3,2,1,321,Needs Attention
13972,92,2,190.25,3,2,1,321,Needs Attention
13764,92,3,1506.04,3,3,4,334,Loyal Customers
18053,92,1,300.02,3,2,2,322,Potential
18008,92,9,2078.41,3,5,5,355,Loyal Customers
15834,92,4,2170.53,3,4,5,345,Loyal Customers
15185,92,1,310.62,3,2,2,322,Potential
14916,92,4,1268.98,3,4,4,344,Loyal Customers
15321,92,3,2748.31,3,4,5,345,Loyal Customers
15593,92,1,199.80,3,1,1,311,Needs Attention
13095,92,1,74.40,3,1,1,311,Needs Attention
13347,92,1,341.36,3,2,2,322,Potential
16613,92,1,618.59,3,1,3,313,Needs Attention
12822,92,2,948.88,3,3,4,334,Loyal Customers
13503,93,1,216.85,3,1,1,311,Needs Attention
14681,93,3,498.95,3,3,3,333,Loyal Customers
14305,93,3,1858.96,3,4,4,344,Loyal Customers
17572,93,4,226.75,3,4,1,341,Needs Attention
12728,93,4,836.33,3,4,3,343,Loyal Customers
17819,93,7,3704.87,3,5,5,355,Loyal Customers
16589,93,3,459.24,3,3,2,332,Potential
12703,93,1,283.55,3,2,2,322,Potential
12718,93,1,238.25,3,1,1,311,Needs Attention
18204,93,3,1951.46,3,4,4,344,Loyal Customers
12458,93,2,947.40,3,3,4,334,Loyal Customers
16574,93,1,451.44,3,1,2,312,Needs Attention
17427,93,1,100.80,3,2,1,321,Needs Attention
15062,93,4,987.86,3,4,4,344,Loyal Customers
13354,93,1,743.53,3,1,3,313,Needs Attention
17905,93,4,798.99,3,4,3,343,Loyal Customers
13364,93,1,134.96,3,1,1,311,Needs Attention
13741,93,3,668.43,3,3,3,333,Loyal Customers
14409,93,6,2059.45,3,5,5,355,Loyal Customers
18235,93,3,1796.48,3,4,4,344,Loyal Customers
14475,93,3,925.85,3,3,3,333,Loyal Customers
18192,93,1,957.97,3,2,4,324,Potential
15175,93,1,224.14,3,1,1,311,Needs Attention
16650,93,1,518.42,2,1,3,213,Needs Attention
12372,93,3,1298.04,2,3,4,234,Potential
13886,93,1,243.56,2,1,1,211,Needs Attention
16233,93,3,536.68,2,3,3,233,Potential
16268,93,2,667.65,2,3,3,233,Potential
17894,93,8,1116.86,2,5,4,254,Potential
17724,93,3,1033.00,2,4,4,244,Potential
15030,93,2,518.28,2,3,3,233,Potential
16681,94,6,1770.34,2,5,4,254,Potential
13505,94,4,4393.63,2,4,5,245,Potential
16909,94,1,379.14,2,2,2,222,Potential
16321,94,5,373.65,2,4,2,242,Potential
16690,94,2,225.58,2,2,1,221,Needs Attention
17513,94,1,513.20,2,1,3,213,Needs Attention
17783,94,2,283.47,2,2,2,222,Potential
16182,94,4,6617.65,2,4,5,245,Potential
13515,94,4,891.12,2,4,3,243,Potential
18242,94,4,2232.49,2,4,5,245,Potential
13061,94,1,248.61,2,2,2,222,Potential
12393,94,4,1566.00,2,4,4,244,Potential
14978,94,5,1917.62,2,4,4,244,Potential
14109,94,1,144.20,2,1,1,211,Needs Attention
18265,94,2,801.51,2,3,3,233,Potential
17370,94,4,446.18,2,4,2,242,Potential
15036,94,3,423.21,2,3,2,232,Potential
15348,94,1,158.04,2,1,1,211,Needs Attention
13901,94,5,2867.20,2,4,5,245,Potential
14947,94,2,290.82,2,2,2,222,Potential
13397,94,5,1544.13,2,4,4,244,Potential
15841,94,4,1224.06,2,4,4,244,Potential
16281,94,1,2062.06,2,1,5,215,Needs Attention
14609,94,4,601.56,2,4,3,243,Potential
17950,94,3,453.85,2,3,2,232,Potential
13321,94,2,567.36,2,3,3,233,Potential
14818,95,3,657.80,2,3,3,233,Potential
15827,95,14,1836.09,2,5,4,254,Potential
13514,95,1,152.20,2,1,1,211,Needs Attention
16462,95,3,136.00,2,4,1,241,Needs Attention
18278,95,1,173.90,2,1,1,211,Needs Attention
16122,95,4,684.42,2,4,3,243,Potential
16629,95,2,408.63,2,3,2,232,Potential
12987,95,2,558.70,2,3,3,233,Potential
17805,95,1,512.31,2,1,3,213,Needs Attention
17788,95,2,1117.90,2,3,4,234,Potential
13016,95,3,789.89,2,4,3,243,Potential
13035,95,2,921.88,2,3,3,233,Potential
13979,95,1,869.87,2,1,3,213,Needs Attention
15674,95,5,2446.60,2,4,5,245,Potential
17061,95,11,5232.23,2,5,5,255,Potential
17656,95,5,1674.69,2,4,4,244,Potential
14101,95,6,5976.79,2,5,5,255,Potential
16266,95,7,857.54,2,5,3,253,Potential
16181,95,1,305.54,2,2,2,222,Potential
14272,95,2,437.96,2,3,2,232,Potential
17591,95,7,2159.24,2,5,5,255,Potential
13555,95,4,4098.88,2,4,5,245,Potential
12455,95,6,2466.86,2,5,5,255,Potential
16383,96,2,604.82,2,3,3,233,Potential
13639,96,1,1003.46,2,2,4,224,Potential
15243,96,1,316.68,2,2,2,222,Potential
15626,96,2,675.80,2,3,3,233,Potential
16603,96,2,482.47,2,3,2,232,Potential
13390,96,1,544.08,2,1,3,213,Needs Attention
12412,96,3,1226.88,2,3,4,234,Potential
17674,96,2,551.04,2,3,3,233,Potential
16468,96,1,74.90,2,1,1,211,Needs Attention
15958,96,1,104.35,2,2,1,221,Needs Attention
13434,96,2,534.24,2,3,3,233,Potential
13866,96,1,145.67,2,1,1,211,Needs Attention
12823,96,5,1759.50,2,4,4,244,Potential
14908,96,1,277.80,2,2,2,222,Potential
13927,96,1,348.99,2,2,2,222,Potential
17997,96,8,1962.07,2,5,4,254,Potential
14473,96,2,234.34,2,2,1,221,Needs Attention
16778,96,2,245.94,2,2,1,221,Needs Attention
12612,96,1,704.04,2,1,3,213,Needs Attention
13233,96,2,605.12,2,3,3,233,Potential
14806,97,1,193.39,2,1,1,211,Needs Attention
18155,97,3,371.62,2,4,2,242,Potential
17498,97,1,272.22,2,2,2,222,Potential
14152,97,2,621.29,2,3,3,233,Potential
17154,97,1,329.34,2,2,2,222,Potential
16198,97,1,400.68,2,1,2,212,Needs Attention
12545,97,2,1000.39,2,3,4,234,Potential
14561,97,3,1080.76,2,4,4,244,Potential
16480,97,1,766.41,2,1,3,213,Needs Attention
17506,97,1,302.20,2,2,2,222,Potential
13670,97,1,349.70,2,2,2,222,Potential
18066,97,1,318.00,2,2,2,222,Potential
14235,97,5,3144.86,2,4,5,245,Potential
15154,97,1,241.18,2,1,1,211,Needs Attention
15366,97,2,602.51,2,3,3,233,Potential
16689,97,2,422.60,2,3,2,232,Potential
15799,97,3,868.37,2,3,3,233,Potential
14757,97,1,420.50,2,1,2,212,Needs Attention
16594,97,1,181.09,2,1,1,211,Needs Attention
13787,97,2,290.50,2,2,2,222,Potential
12348,97,4,1744.44,2,4,4,244,Potential
16342,97,4,322.41,2,4,2,242,Potential
15312,97,4,924.85,2,4,3,243,Potential
17388,99,4,1259.56,2,4,4,244,Potential
17480,99,1,511.82,2,1,3,213,Needs Attention
13336,99,1,795.12,2,1,3,213,Needs Attention
13127,99,1,259.17,2,2,2,222,Potential
15075,99,1,773.03,2,1,3,213,Needs Attention
16872,99,3,680.02,2,3,3,233,Potential
15744,99,1,34.80,2,2,1,221,Needs Attention
14880,99,3,690.59,2,4,3,243,Potential
18189,99,2,1090.24,2,3,4,234,Potential
15475,99,1,454.11,2,1,2,212,Needs Attention
14014,99,1,505.18,2,1,3,213,Needs Attention
15978,99,1,1098.78,2,2,4,224,Potential
16485,99,1,363.10,2,2,2,222,Potential
16978,99,1,344.33,2,2,2,222,Potential
12516,99,2,1312.06,2,3,4,234,Potential
14652,99,1,114.18,2,2,1,221,Needs Attention
15549,99,3,1595.81,2,3,4,234,Potential
12609,100,3,1126.85,2,3,4,234,Potential
12930,100,2,415.80,2,3,2,232,Potential
13279,100,1,137.75,2,1,1,211,Needs Attention
13055,100,3,1214.41,2,3,4,234,Potential
12409,100,3,11072.67,2,3,5,235,Potential
17603,100,1,394.72,2,2,2,222,Potential
16735,100,5,2231.01,2,4,5,245,Potential
12854,100,3,1281.90,2,3,4,234,Potential
16213,100,1,159.00,2,1,1,211,Needs Attention
14147,100,2,483.40,2,3,2,232,Potential
16236,100,1,432.20,2,1,2,212,Needs Attention
15810,100,4,1391.98,2,4,4,244,Potential
