customerid,last_purchase_date,frequency,monetary,recency_days
13878,2011-10-16 12:19:00,1,1271.57,76
13880,2011-11-18 13:44:00,13,3219.77,43
13881,2011-12-06 12:50:00,20,17159.52,25
13882,2011-12-07 11:16:00,5,1191.13,24
13883,2011-11-29 10:45:00,5,2674.48,32
13884,2011-12-02 16:30:00,5,784.70,29
13885,2011-06-03 15:07:00,2,506.80,211
13886,2011-09-29 13:17:00,1,243.56,93
13887,2011-05-19 17:22:00,1,349.55,226
13888,2011-08-12 10:13:00,2,595.67,141
13889,2011-09-08 09:13:00,1,416.90,114
13890,2011-12-08 15:36:00,10,1883.81,23
13892,2011-11-13 11:50:00,4,632.97,48
13893,2011-02-15 11:30:00,1,821.10,319
13894,2011-11-16 09:44:00,3,519.62,45
13895,2011-11-11 16:57:00,4,2593.07,50
13897,2011-10-20 14:30:00,1,311.16,72
13898,2011-01-18 10:28:00,1,155.93,347
13899,2011-11-23 13:40:00,2,388.52,38
13900,2011-06-09 19:26:00,3,740.95,205
13901,2011-09-28 14:48:00,5,2867.20,94
13904,2011-11-02 13:41:00,2,332.64,59
13908,2011-09-21 11:49:00,4,2369.55,101
13911,2011-10-13 15:43:00,9,2580.91,79
13914,2011-11-28 10:35:00,2,626.45,33
13917,2011-10-21 09:56:00,2,272.04,71
13918,2011-10-21 12:25:00,2,1212.84,71
13919,2011-10-11 14:24:00,2,384.81,81
13922,2010-12-23 10:38:00,1,172.25,373
13923,2011-10-17 12:33:00,1,351.13,75
13924,2011-12-08 09:39:00,6,1838.85,23
13925,2011-09-08 12:47:00,4,678.25,114
13926,2011-11-16 13:16:00,1,223.85,45
13927,2011-09-26 12:00:00,1,348.99,96
13928,2011-11-29 10:33:00,4,464.57,32
13929,2011-06-23 15:26:00,2,842.65,191
13930,2011-10-13 09:45:00,2,337.34,79
13931,2011-09-05 10:12:00,2,1237.53,117
13932,2011-02-18 12:02:00,1,307.40,316
13933,2011-08-22 14:03:00,2,608.79,131
13934,2011-03-21 08:39:00,1,922.10,285
13936,2011-06-13 08:47:00,1,376.58,201
13937,2011-06-23 16:35:00,1,158.85,191
13938,2011-11-04 14:37:00,1,71.66,57
13939,2011-11-16 13:33:00,3,568.55,45
13940,2011-11-22 15:15:00,4,839.14,39
13941,2011-11-18 09:43:00,5,5112.96,43
13946,2011-09-21 13:33:00,3,561.57,101
13947,2011-10-05 14:42:00,1,90.60,87
13948,2010-12-14 10:18:00,1,102.00,382
13949,2011-12-07 09:35:00,6,2427.32,24
13950,2011-11-28 14:44:00,4,745.06,33
13951,2011-06-16 16:43:00,3,674.45,198
13952,2011-05-06 09:00:00,2,3251.07,239
13953,2011-12-02 16:04:00,7,3515.68,29
13954,2011-12-08 12:50:00,2,439.92,23
13955,2011-07-08 17:19:00,2,322.96,176
13956,2011-12-04 13:20:00,5,988.97,27
13959,2011-09-21 15:06:00,3,574.34,101
13960,2011-11-18 15:27:00,2,230.22,43
13962,2011-11-18 08:47:00,2,169.55,43
13963,2011-02-04 14:43:00,4,664.54,330
13967,2011-07-17 12:02:00,1,80.70,167
13969,2011-12-02 15:11:00,18,8993.97,29
13971,2011-11-21 12:06:00,8,2758.26,40
13972,2011-09-30 11:54:00,2,190.25,92
13973,2011-02-25 15:21:00,1,264.70,309
13974,2011-10-21 14:41:00,1,413.59,71
13975,2011-11-08 13:19:00,6,2389.27,53
13976,2011-05-17 09:13:00,1,357.98,228
13978,2011-11-25 11:36:00,2,196.79,36
13979,2011-09-27 13:32:00,1,869.87,95
13980,2011-10-10 13:34:00,1,200.14,82
13982,2011-10-31 16:24:00,4,1864.21,61
13983,2011-11-10 11:06:00,12,2599.63,51
13984,2011-11-13 12:38:00,5,920.51,48
13985,2011-12-05 17:06:00,15,7045.13,26
13986,2011-11-22 15:00:00,1,239.82,39
13988,2011-11-20 10:15:00,6,4147.96,41
13989,2011-10-05 09:47:00,2,1266.08,87
13990,2011-05-10 15:19:00,1,311.30,235
13991,2011-11-27 16:18:00,6,848.44,34
13992,2011-11-09 15:23:00,1,76.80,52
13993,2011-10-28 09:06:00,9,3466.36,64
13994,2011-12-06 11:05:00,6,2247.49,25
13995,2011-11-24 14:22:00,5,1393.69,37
13999,2011-11-29 13:40:00,12,3901.81,32
14000,2011-05-12 16:50:00,1,635.66,233
14001,2011-10-25 10:31:00,3,2043.08,67
14002,2011-07-28 15:55:00,2,529.73,156
14004,2011-10-27 14:40:00,7,4582.64,65
14005,2011-11-30 12:41:00,5,2874.72,31
14006,2011-08-16 09:39:00,3,962.19,137
14009,2011-05-25 15:47:00,2,695.61,220
14012,2011-03-07 12:26:00,1,328.80,299
14013,2011-08-21 15:01:00,3,473.02,132
14014,2011-09-23 13:18:00,1,505.18,99
14015,2011-10-18 10:02:00,1,917.34,74
14016,2011-07-01 11:29:00,4,4341.21,183
14019,2011-10-24 10:13:00,3,1421.61,68
14020,2011-11-23 09:22:00,2,642.80,38
14021,2011-07-07 15:46:00,3,631.90,177
14022,2011-04-28 14:39:00,1,440.00,247
14023,2011-12-02 13:58:00,2,584.07,29
14024,2011-08-10 11:30:00,2,327.70,143
14027,2011-10-10 09:01:00,1,104.82,82
14029,2011-10-07 14:46:00,2,467.66,85
14030,2011-11-21 16:48:00,8,2346.94,40
14031,2011-12-02 17:13:00,19,17286.86,29
14032,2011-12-07 15:23:00,11,2975.59,24
14034,2011-11-17 14:02:00,3,646.39,44
14035,2011-11-11 10:03:00,5,1426.57,50
14036,2011-02-28 09:26:00,1,626.65,306
14037,2011-06-16 13:57:00,2,147.20,198
14038,2011-09-22 13:37:00,3,1560.38,100
14039,2011-11-06 13:48:00,1,152.20,55
14040,2011-10-30 12:42:00,12,3456.42,62
14041,2011-03-18 13:25:00,1,141.41,288
14044,2011-11-13 12:05:00,4,646.42,48
14045,2011-08-22 15:27:00,4,1659.75,131
14046,2011-02-28 14:48:00,1,154.99,306
14047,2011-12-01 11:43:00,5,1308.61,30
14048,2011-02-07 14:53:00,1,403.28,327
14049,2011-11-23 12:20:00,4,5571.52,38
14050,2011-11-08 10:00:00,2,746.36,53
14051,2011-12-09 10:20:00,23,15592.69,22
14052,2011-11-20 12:30:00,1,225.36,41
14053,2011-08-07 14:27:00,2,147.75,146
14054,2011-10-05 15:49:00,1,92.46,87
14055,2011-08-25 15:04:00,1,725.64,128
14056,2011-12-08 13:36:00,23,8075.97,23
14057,2011-11-16 10:32:00,17,6211.66,45
14059,2011-03-18 10:06:00,1,183.60,288
14060,2011-12-05 12:29:00,19,6140.42,26
14062,2011-11-30 10:04:00,12,10464.85,31
14064,2011-11-10 13:14:00,5,1300.40,51
14066,2011-03-18 12:21:00,1,152.55,288
14067,2011-10-07 10:21:00,2,374.70,85
14068,2011-01-23 16:02:00,1,258.15,342
14071,2011-12-06 12:27:00,8,1436.13,25
14073,2011-11-07 15:49:00,1,151.04,54
14075,2011-12-05 08:38:00,3,942.26,26
14076,2011-08-02 15:19:00,1,117.42,151
14077,2011-10-30 12:35:00,5,499.42,62
14078,2011-08-30 12:16:00,6,1049.37,123
14079,2011-08-07 12:10:00,1,375.10,146
14080,2011-11-07 11:09:00,1,45.60,54
14081,2011-02-10 16:17:00,2,903.32,324
14082,2010-12-10 11:02:00,1,180.30,386
14083,2011-12-05 13:14:00,9,1002.90,26
14085,2011-12-07 13:46:00,18,4409.16,24
14087,2011-12-07 12:41:00,1,171.71,24
14088,2011-11-29 16:16:00,13,50491.81,32
14089,2011-10-14 10:38:00,1,158.75,78
14090,2011-01-19 10:51:00,1,76.32,346
14092,2011-12-02 12:13:00,14,4076.91,29
14093,2011-11-27 16:27:00,1,420.02,34
14096,2011-12-05 17:17:00,17,64645.14,26
14098,2011-11-03 10:13:00,1,147.35,58
14099,2011-11-23 13:53:00,11,3104.17,38
14100,2011-07-25 11:01:00,1,191.00,159
14101,2011-09-27 12:28:00,6,5976.79,95
14102,2011-12-04 15:38:00,5,1034.78,27
14104,2011-07-08 12:50:00,2,216.21,176
14105,2011-04-14 17:58:00,1,1266.23,261
14107,2011-10-19 12:12:00,7,2703.23,73
14108,2011-11-09 10:41:00,2,597.91,52
14109,2011-09-28 10:18:00,1,144.20,94
14110,2011-12-06 12:26:00,12,5683.15,25
14111,2011-11-25 13:44:00,4,692.85,36
14112,2011-11-17 12:30:00,7,2915.15,44
14113,2011-12-06 12:18:00,4,1840.42,25
14114,2011-03-11 09:42:00,2,386.53,295
14116,2011-11-20 10:29:00,5,1382.74,41
14117,2011-07-19 09:49:00,1,90.00,165
14121,2011-12-06 12:19:00,4,2780.15,25
14124,2011-09-16 13:32:00,1,391.50,106
14125,2011-11-29 12:47:00,3,2720.63,32
14126,2011-12-02 11:45:00,3,706.13,29
14127,2011-08-09 10:49:00,3,709.71,144
14128,2011-10-10 12:00:00,2,637.50,82
14129,2011-12-08 11:02:00,5,1123.86,23
14130,2011-01-24 16:05:00,1,480.91,341
14132,2011-12-07 13:35:00,11,3586.03,24
14133,2011-08-02 11:34:00,3,605.64,151
14135,2011-12-08 11:38:00,15,4690.31,23
14138,2011-12-08 12:44:00,2,965.88,23
14139,2011-10-24 13:34:00,1,415.82,68
14140,2011-12-06 09:05:00,2,935.05,25
14141,2011-12-07 09:53:00,4,915.13,24
14142,2010-12-01 16:33:00,1,311.81,395
14143,2011-07-29 09:48:00,1,115.80,155
14145,2011-10-24 12:10:00,4,3742.20,68
14146,2011-12-01 10:18:00,5,4191.00,30
14147,2011-09-22 18:10:00,2,483.40,100
14148,2011-04-20 12:02:00,1,157.20,255
14149,2011-05-03 09:44:00,1,446.62,242
14150,2011-11-04 10:05:00,2,658.64,57
14152,2011-09-25 12:54:00,2,621.29,97
14154,2011-04-14 16:26:00,2,1345.62,261
14155,2011-03-18 14:13:00,1,118.75,288
14156,2011-11-30 10:54:00,55,117033.63,31
14157,2011-11-20 11:32:00,2,424.24,41
14158,2011-10-30 15:08:00,1,507.66,62
14159,2011-11-20 12:36:00,11,4524.11,41
14161,2011-05-08 11:41:00,3,1076.13,237
14162,2011-06-19 11:36:00,2,289.36,195
14163,2011-09-13 15:18:00,4,2445.91,109
14164,2011-09-30 12:24:00,2,1631.77,92
14165,2011-03-09 12:39:00,1,115.34,297
14167,2011-10-31 14:29:00,4,541.34,61
14171,2011-09-02 16:43:00,1,362.96,120
14173,2011-11-29 11:54:00,4,450.84,32
14174,2011-11-06 13:17:00,1,134.46,55
14175,2011-10-11 11:55:00,3,3222.30,81
14176,2011-02-15 13:12:00,4,576.90,319
14177,2011-09-14 15:11:00,4,549.46,108
14178,2011-12-01 12:01:00,7,1585.19,30
14179,2011-10-30 12:07:00,2,671.57,62
14180,2011-11-29 10:56:00,25,4748.52,32
14184,2011-10-04 12:43:00,1,452.89,88
14185,2011-01-12 13:52:00,1,197.65,353
14188,2011-11-09 12:45:00,6,2054.36,52
14189,2011-12-07 15:55:00,15,4654.08,24
14191,2011-12-08 09:23:00,13,4684.76,23
14193,2011-10-03 09:34:00,2,853.39,89
14194,2011-12-05 10:38:00,21,11349.52,26
14195,2011-05-22 10:29:00,2,1012.00,223
14196,2011-08-25 10:25:00,1,335.52,128
14198,2011-11-21 16:35:00,4,701.40,40
14199,2011-05-05 13:44:00,1,185.40,240
14201,2011-10-10 13:27:00,7,747.44,82
14204,2011-12-07 13:38:00,1,146.02,24
14205,2011-11-23 10:55:00,2,466.70,38
14206,2011-04-14 16:38:00,1,328.16,261
14208,2011-09-06 12:48:00,1,151.74,116
14209,2011-11-29 10:18:00,6,2073.43,32
14210,2011-08-26 12:36:00,6,1905.84,127
14211,2011-10-17 13:23:00,9,2241.10,75
14212,2011-09-11 12:45:00,1,1070.48,111
14214,2011-11-09 10:31:00,5,1004.38,52
14215,2011-11-28 12:19:00,6,1789.72,33
14216,2011-12-06 14:56:00,4,1839.30,25
14217,2011-12-08 11:53:00,17,2004.98,23
14218,2011-10-28 10:00:00,1,169.48,64
14219,2011-12-05 16:23:00,1,89.94,26
14220,2011-04-06 13:23:00,2,632.40,269
14221,2011-10-28 13:42:00,9,3432.80,64
14222,2011-06-15 16:42:00,1,683.17,199
14223,2011-09-08 13:38:00,3,991.13,114
14224,2011-08-21 13:24:00,4,1004.13,132
14226,2011-11-11 11:34:00,5,2194.87,50
14227,2011-11-13 15:48:00,10,3350.96,48
14229,2011-10-19 10:04:00,3,1547.20,73
14231,2011-06-09 11:05:00,3,925.71,205
14232,2011-10-28 11:09:00,5,2048.07,64
14233,2011-10-21 15:54:00,4,1462.72,71
14234,2011-11-17 17:53:00,4,732.98,44
14235,2011-09-25 14:37:00,5,3144.86,97
14236,2011-09-20 09:13:00,2,490.86,102
14237,2010-12-01 13:20:00,1,161.00,395
14238,2011-01-17 14:40:00,1,146.85,348
14239,2011-10-27 14:40:00,11,2380.85,65
14240,2011-11-09 13:45:00,2,890.34,52
14241,2011-06-09 11:46:00,1,213.70,205
14242,2011-04-19 11:46:00,2,280.55,256
14243,2011-12-01 11:12:00,10,2588.77,30
14245,2011-05-04 08:40:00,2,1693.45,241
14246,2011-08-21 11:50:00,3,1474.06,132
14247,2011-03-06 15:21:00,1,135.12,300
14248,2011-01-25 14:45:00,1,302.58,340
14250,2011-12-02 14:30:00,3,1904.05,29
14251,2011-12-08 08:32:00,5,2879.70,23
14256,2011-03-24 13:17:00,2,969.06,282
14257,2011-10-06 16:54:00,5,3099.72,86
14258,2011-11-30 15:27:00,9,12669.98,31
14259,2011-07-21 10:44:00,1,120.00,163
14261,2011-10-20 10:04:00,2,1163.45,72
14262,2011-12-01 14:17:00,8,2618.23,30
14264,2011-07-08 10:20:00,2,333.97,176
14265,2011-08-22 13:32:00,2,530.18,131
14267,2011-06-30 10:09:00,3,1516.24,184
14270,2011-01-12 09:33:00,1,492.65,353
14271,2011-04-28 12:47:00,1,112.32,247
14272,2011-09-27 10:08:00,2,437.96,95
14273,2011-10-19 13:20:00,4,559.97,73
14276,2011-09-02 09:45:00,3,1119.74,120
14277,2011-11-24 15:01:00,3,4165.13,37
14280,2011-05-27 10:37:00,1,134.04,218
14282,2011-12-06 17:04:00,15,3701.44,25
14284,2011-11-09 08:11:00,2,595.25,52
14285,2011-11-18 14:50:00,4,1910.01,43
14286,2011-11-16 10:34:00,3,4628.75,45
14287,2011-12-01 13:25:00,3,176.63,30
14288,2011-05-10 13:22:00,1,426.60,235
14289,2011-12-01 11:44:00,6,911.26,30
14290,2011-11-28 14:02:00,5,2314.65,33
14291,2011-12-08 10:26:00,11,3883.25,23
14292,2011-12-02 11:50:00,9,4871.93,29
14293,2011-12-06 15:17:00,4,1046.56,25
14295,2011-10-30 15:50:00,1,166.20,62
14297,2011-11-22 09:06:00,4,1305.33,39
14298,2011-12-01 13:12:00,44,51527.30,30
14299,2011-12-01 16:05:00,9,3965.62,30
14300,2011-11-21 08:57:00,1,43.20,40
14301,2011-08-14 15:33:00,1,640.14,139
14304,2011-05-01 11:50:00,1,383.45,244
14305,2011-09-29 15:29:00,3,1858.96,93
14306,2011-10-19 13:23:00,2,2093.32,73
14307,2011-09-12 09:38:00,6,2995.72,110
14309,2011-12-01 13:33:00,9,2352.53,30
14311,2011-04-11 10:14:00,1,310.26,264
14312,2011-10-24 09:46:00,6,1611.59,68
14314,2011-08-25 10:39:00,1,120.00,128
14315,2011-10-26 12:06:00,6,2481.13,66
14317,2011-10-06 10:44:00,1,508.58,86
14320,2011-05-17 09:24:00,2,477.79,228
14321,2011-11-29 09:47:00,5,1530.75,32
14323,2011-08-17 11:37:00,2,605.06,136
14326,2011-04-11 15:04:00,1,183.85,264
14327,2011-06-29 13:58:00,1,311.65,185
14329,2011-11-22 15:50:00,7,4975.24,39
14331,2011-08-07 13:17:00,2,462.66,146
14332,2011-11-17 11:54:00,3,834.31,44
14333,2011-10-03 10:38:00,1,415.20,89
14334,2011-11-23 10:01:00,8,2552.21,38
14335,2011-11-23 13:41:00,2,432.36,38
14336,2011-11-23 11:40:00,4,1614.91,38
14338,2011-07-01 14:08:00,2,588.22,183
14339,2011-04-11 11:06:00,1,309.52,264
14340,2011-05-05 09:44:00,1,134.70,240
14341,2011-10-25 15:48:00,8,2081.06,67
14342,2011-11-18 13:21:00,4,668.56,43
14344,2011-08-04 13:51:00,8,886.98,149
14345,2011-11-01 09:51:00,1,108.98,60
14346,2011-08-11 09:47:00,2,1021.58,142
14348,2011-03-24 16:23:00,1,409.57,282
14349,2011-11-29 15:39:00,1,133.50,32
14350,2011-03-10 14:14:00,1,282.93,296
14351,2011-06-28 11:56:00,1,51.00,186
14352,2011-07-05 15:41:00,4,1043.56,179
14353,2011-05-08 16:06:00,1,90.60,237
14354,2011-12-04 11:32:00,2,163.62,27
14355,2010-12-09 12:16:00,1,174.40,387
14356,2011-09-21 09:18:00,2,701.23,101
14357,2011-10-27 16:23:00,1,224.34,65
14359,2011-11-20 13:17:00,3,912.18,41
14360,2011-11-08 09:12:00,4,2118.03,53
14362,2011-11-17 15:08:00,1,151.50,44
14364,2011-08-23 11:01:00,8,3717.35,130
14367,2011-12-01 13:19:00,16,9217.92,30
14368,2011-01-24 09:52:00,1,155.00,341
14371,2011-02-17 16:35:00,1,100.50,317
14373,2010-12-16 15:40:00,1,76.55,380
14375,2011-06-07 13:44:00,1,216.08,207
14377,2011-06-01 13:32:00,2,617.05,213
14379,2011-10-26 16:43:00,2,300.40,66
14381,2011-10-18 17:10:00,1,202.68,74
14382,2011-11-13 16:18:00,1,605.60,48
14383,2011-11-01 15:53:00,3,1247.69,60
14385,2011-11-30 15:36:00,3,202.11,31
14386,2011-02-16 09:45:00,1,142.40,318
14387,2011-11-07 12:29:00,3,1725.50,54
14388,2011-11-29 13:32:00,8,3212.84,32
14389,2011-10-05 15:17:00,2,1043.46,87
14390,2011-11-29 13:49:00,9,4632.82,32
14393,2011-05-05 18:16:00,1,67.95,240
14395,2011-12-07 14:34:00,9,3418.27,24
14396,2011-10-05 16:09:00,2,487.99,87
14397,2011-12-07 09:22:00,19,2612.96,24
14400,2011-07-13 15:50:00,1,574.70,171
14401,2011-12-05 13:30:00,13,4051.48,26
14403,2011-08-01 12:57:00,4,1475.81,152
14404,2011-11-06 12:30:00,6,1448.07,55
14406,2011-08-12 16:54:00,1,156.75,141
14407,2011-08-24 14:02:00,6,2157.73,129
14408,2011-11-29 11:41:00,7,2558.53,32
14409,2011-09-29 18:18:00,6,2059.45,93
14410,2011-09-08 15:08:00,9,1067.92,114
14411,2011-02-02 10:56:00,1,1063.00,332
14412,2011-10-28 10:45:00,2,770.03,64
14413,2010-12-12 13:37:00,1,121.05,384
14414,2011-09-09 12:09:00,7,1496.98,113
14415,2011-12-08 14:38:00,13,5825.53,23
14416,2011-11-17 15:22:00,2,490.22,44
14418,2011-12-06 11:39:00,3,1934.71,25
14419,2011-11-29 11:22:00,6,1039.74,32
14420,2011-09-01 18:07:00,1,387.52,121
14421,2011-10-13 13:24:00,2,813.11,79
14422,2011-12-09 11:26:00,6,4263.64,22
14423,2011-05-05 15:12:00,1,265.20,240
14424,2011-11-22 11:48:00,1,322.08,39
14426,2011-11-16 12:25:00,10,4481.67,45
14427,2011-10-20 14:23:00,2,363.34,72
14428,2011-12-02 13:17:00,5,1205.31,29
14431,2011-02-10 10:40:00,1,470.36,324
14432,2011-11-30 08:04:00,6,2245.74,31
14434,2011-11-18 08:56:00,6,1372.80,43
14436,2011-09-02 10:13:00,1,89.06,120
14437,2010-12-09 09:27:00,1,63.00,387
14438,2011-02-06 14:56:00,1,131.90,328
14439,2011-01-24 11:39:00,1,2661.24,341
14440,2011-12-01 15:42:00,5,2357.68,30
14441,2011-12-09 09:07:00,4,1712.89,22
14442,2011-05-19 11:36:00,2,1589.82,226
14443,2011-10-17 10:10:00,4,1420.20,75
14446,2011-12-09 11:34:00,4,954.95,22
14447,2011-11-21 08:28:00,5,1163.23,40
14448,2011-11-30 13:50:00,2,375.35,31
14449,2011-11-21 12:06:00,4,851.05,40
14450,2011-06-12 10:46:00,3,483.25,202
14451,2011-10-10 13:38:00,2,637.72,82
14452,2011-11-29 12:06:00,2,251.98,32
14453,2011-06-02 14:15:00,1,119.93,212
14456,2011-12-04 13:59:00,9,2952.76,27
14457,2011-02-02 09:39:00,1,113.64,332
14459,2011-07-07 13:35:00,1,1837.92,177
14460,2011-08-21 14:19:00,3,434.34,132
14461,2011-07-14 17:11:00,3,2103.06,170
14462,2011-10-04 15:55:00,11,1952.03,88
14463,2011-09-02 15:20:00,3,529.62,120
14465,2011-04-07 12:38:00,3,1020.99,268
14466,2011-11-10 14:07:00,7,2272.40,51
14467,2011-11-22 12:48:00,4,594.56,39
14470,2011-11-28 10:31:00,2,461.19,33
14472,2011-08-28 11:01:00,8,1828.56,125
14473,2011-09-26 15:10:00,2,234.34,96
14474,2011-10-24 13:26:00,1,547.66,68
14475,2011-09-29 10:46:00,3,925.85,93
14476,2011-03-27 15:39:00,1,193.00,279
14477,2011-11-20 11:11:00,4,1309.60,41
14479,2011-03-31 09:07:00,2,316.25,275
14480,2011-11-28 16:35:00,1,279.05,33
14481,2011-06-28 10:38:00,2,636.51,186
14482,2011-11-21 13:14:00,6,2006.15,40
14483,2011-03-03 10:26:00,1,137.10,303
14484,2011-10-20 14:11:00,1,321.92,72
14485,2011-11-01 12:25:00,1,157.39,60
14487,2011-11-13 12:17:00,6,1136.71,48
14488,2011-10-03 09:30:00,1,1064.28,89
14489,2011-05-16 14:51:00,1,463.38,229
14491,2011-06-17 15:22:00,2,340.93,197
14493,2011-12-02 16:14:00,5,2383.24,29
14494,2011-11-14 09:21:00,1,139.56,47
14495,2011-10-20 12:28:00,2,123.80,72
14496,2011-02-01 09:01:00,2,538.81,333
14497,2011-02-03 17:01:00,1,475.37,331
14498,2011-10-28 12:09:00,5,1951.42,64
14499,2011-11-13 13:01:00,3,795.87,48
14500,2011-09-12 16:45:00,3,327.15,110
14501,2011-06-09 12:02:00,2,251.21,205
14502,2011-11-20 11:50:00,11,2392.83,41
14503,2011-12-06 13:30:00,6,3543.26,25
14504,2011-10-23 16:00:00,4,673.26,69
14505,2011-11-22 15:45:00,8,5748.95,39
14506,2011-11-22 13:02:00,5,1925.12,39
14507,2011-11-16 12:21:00,6,1367.88,45
14508,2011-11-17 19:48:00,2,265.56,44
14511,2011-11-28 17:05:00,5,1314.81,33
14512,2011-06-05 12:39:00,2,275.28,209
14513,2011-08-31 11:25:00,3,455.59,122
14514,2011-10-09 16:05:00,3,939.95,83
14515,2011-11-22 11:37:00,6,2076.89,39
14517,2011-11-06 14:20:00,2,330.45,55
14518,2011-10-06 14:43:00,1,174.37,86
14520,2011-12-08 09:46:00,2,270.60,23
14522,2011-11-15 13:24:00,4,974.54,46
14523,2011-08-23 13:13:00,1,241.09,130
14524,2011-11-08 12:29:00,9,1841.73,53
14525,2011-11-20 11:37:00,9,4193.49,41
14527,2011-12-07 12:19:00,55,8507.13,24
14528,2011-11-02 17:09:00,1,364.22,59
14529,2011-10-10 15:27:00,3,564.32,82
14530,2011-11-14 10:38:00,6,2860.46,47
14532,2011-04-17 13:05:00,4,932.85,258
14533,2011-11-15 12:05:00,7,1949.72,46
14534,2011-12-07 12:19:00,18,4307.89,24
14535,2011-10-10 15:39:00,3,2848.55,82
14536,2011-03-25 12:21:00,1,170.95,281
14537,2011-10-13 10:54:00,1,355.56,79
14538,2011-10-06 10:31:00,2,388.25,86
14539,2011-11-24 09:50:00,2,537.48,37
14540,2011-11-30 10:15:00,3,916.11,31
14541,2011-10-12 10:08:00,8,1329.50,80
14542,2011-06-07 08:19:00,1,103.25,207
14543,2011-11-11 12:45:00,16,3586.98,50
14544,2011-11-15 15:06:00,2,2002.65,46
14546,2011-12-04 13:00:00,5,2541.58,27
14547,2011-12-06 11:06:00,8,3925.07,25
14548,2011-07-12 12:19:00,2,652.80,172
14549,2011-02-01 13:47:00,1,289.24,333
14550,2011-11-29 12:12:00,2,753.84,32
14551,2011-11-21 13:36:00,2,186.23,40
14552,2011-07-11 12:49:00,1,164.22,173
14553,2011-11-20 13:20:00,5,858.85,41
14554,2011-11-29 16:44:00,4,2161.29,32
14555,2011-10-13 16:24:00,2,312.54,79
14557,2011-09-15 15:48:00,1,788.38,107
14560,2011-12-02 15:22:00,22,2237.77,29
14561,2011-09-25 12:39:00,3,1080.76,97
14562,2011-12-06 11:05:00,18,4949.12,25
14565,2011-09-05 09:07:00,4,3099.12,117
14566,2011-08-21 11:05:00,1,1432.00,132
14567,2011-10-14 10:21:00,2,1530.36,78
14569,2011-12-08 14:58:00,1,218.14,23
14570,2011-03-04 10:58:00,2,218.06,302
14572,2011-12-06 14:40:00,7,2735.00,25
14573,2011-06-13 11:15:00,9,1627.17,201
14576,2010-12-02 17:51:00,1,35.40,394
14577,2011-11-27 12:47:00,4,843.81,34
14578,2011-12-06 17:18:00,1,168.63,25
14581,2011-11-23 12:39:00,1,129.85,38
14582,2011-10-30 11:56:00,1,114.11,62
14583,2011-12-04 12:32:00,5,939.45,27
14584,2011-06-23 18:33:00,4,1033.06,191
14585,2011-10-20 14:33:00,1,157.05,72
14586,2011-03-08 10:04:00,1,237.36,298
14587,2011-11-21 11:34:00,9,1573.89,40
14589,2010-12-03 11:42:00,1,39.75,393
14591,2011-11-24 13:57:00,4,1280.24,37
14592,2011-11-04 16:35:00,3,556.84,57
14593,2011-11-18 12:48:00,3,587.80,43
14594,2011-12-02 13:28:00,2,360.04,29
14595,2011-11-20 12:12:00,6,1740.60,41
14597,2011-11-28 13:13:00,2,857.48,33
14598,2011-10-26 13:19:00,1,220.32,66
14600,2011-02-07 09:48:00,1,393.33,327
14601,2011-11-29 09:48:00,1,213.96,32
14603,2011-03-10 10:27:00,1,660.00,296
14606,2011-12-08 19:28:00,93,12037.81,23
14607,2011-11-24 10:35:00,14,15525.50,37
14608,2011-12-05 16:52:00,4,1785.15,26
14609,2011-09-28 12:54:00,4,601.56,94
14616,2011-04-11 09:54:00,3,406.08,264
14618,2011-11-30 13:45:00,3,483.84,31
14619,2011-04-08 07:37:00,1,394.44,267
14620,2011-05-18 11:58:00,2,412.78,227
14621,2011-12-08 16:22:00,5,1788.36,23
14622,2011-06-08 12:42:00,1,320.58,206
14623,2011-11-07 13:56:00,5,886.15,54
14624,2011-10-13 13:44:00,2,225.85,79
14625,2011-05-27 15:32:00,2,899.63,218
14626,2011-11-16 10:37:00,4,2791.27,45
14628,2011-09-09 14:58:00,2,671.96,113
14629,2011-12-05 16:55:00,2,952.50,26
14631,2011-10-20 11:17:00,3,1006.98,72
14632,2011-03-22 08:49:00,1,114.56,284
14633,2011-03-18 17:07:00,1,344.90,288
14636,2011-11-03 16:12:00,2,609.85,58
14638,2011-10-20 10:10:00,1,443.60,72
14639,2011-10-18 15:06:00,6,2984.49,74
14640,2011-11-15 13:07:00,6,2107.38,46
14641,2011-11-18 10:42:00,1,110.46,43
14642,2011-10-12 11:08:00,1,96.12,80
14643,2011-06-22 14:41:00,2,693.81,192
14644,2011-10-03 08:30:00,2,830.76,89
14645,2011-07-06 09:15:00,2,597.09,178
14646,2011-12-08 12:12:00,73,280206.02,23
14647,2011-05-22 13:40:00,1,224.15,223
14649,2011-12-05 12:30:00,4,1382.17,26
14651,2011-10-03 15:52:00,2,653.75,89
14652,2011-09-23 14:21:00,1,114.18,99
14653,2011-12-08 13:45:00,7,1924.99,23
14655,2011-12-01 16:28:00,4,1932.23,30
14656,2011-06-23 13:51:00,2,283.35,191
14657,2011-11-22 12:47:00,4,830.47,39
14658,2011-12-04 15:35:00,2,247.15,27
14659,2011-12-01 12:17:00,9,2508.48,30
14660,2011-09-14 11:34:00,2,285.74,108
14661,2011-11-13 11:51:00,1,107.95,48
14662,2011-11-11 12:13:00,4,733.35,50
14664,2011-11-20 10:59:00,2,628.33,41
